Titel Geschäft;Link Dokument
Schriftliche Anfrage Barbara Heer betreffend Beleghebammen als Erfolgsmodell, aber wer bezahlt die Rechnung?;https://grosserrat.bs.ch/?dnr=23.5366.01
Schriftliche Anfrage Michael Hug betreffend Verhalten des Fachausschusses Literatur bei der Behandlung des Fördergeld-Gesuches eines Schriftstellers;https://grosserrat.bs.ch/?dnr=23.5367.01
Anzug Jürg Meyer und Konsorten betreffend Bereitstellung von Wohnungen für Menschen mit besonderen Schwierigkeiten auf dem Wohnungsmarkt;https://grosserrat.bs.ch/?dnr=16.5272.04 23.0672.01
Schriftliche Anfrage Franz-Xaver Leonhardt betreffend Rauchmelder und Sicherheit in den Schulhäusern;https://grosserrat.bs.ch/?dnr=23.5128.02
Anzug Georg Mattmüller und Konsorten betreffend soziale Wohnberatung/Wohnhilfe;https://grosserrat.bs.ch/?dnr=16.5270.04 23.0672.01
Schriftliche Anfrage Eric Weber betreffend Wahlforum zur Nationalratswahl;https://grosserrat.bs.ch/?dnr=23.5165.02
Schriftliche Anfrage Eric Weber betreffend Renovierung im Rathaus Basel;https://grosserrat.bs.ch/?dnr=23.5163.02
Motion Beatrice Isler und Konsorten betreffend neue Planung für Wohnungsbau entlang Grenzacherstrasse;https://grosserrat.bs.ch/?dnr=18.5412.03
Ratschlag Soziales Wohnen Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.0672.01
"Ratschlag betreffend Areal Lindenhof (Lonza): Festsetzung eines Bebauungsplans sowie Abweisung von Einsprachen im Gebiet Areal Lindenhof (Lonza) Nauenstrasse, Lindenhofstrasse, Münchensteinerstrasse; Aufhebung des Bebauungsplans Nr. 137";https://grosserrat.bs.ch/?dnr=23.0840.01
Schriftliche Anfrage Eric Weber betreffend Plauder-Kasse bei Coop könnte doch auch Vorbild bei der Regierung sein;https://grosserrat.bs.ch/?dnr=23.5162.02
Schriftliche Anfrage Ivo Balmer betreffend Entwicklung des Wohnungsbestands und der Miete nach Eigentumsart;https://grosserrat.bs.ch/?dnr=23.5191.02
Schriftliche Anfrage Eric Weber betreffend abmontierte Mistkübel - wohin gingen diese?;https://grosserrat.bs.ch/?dnr=23.5290.02
Schriftliche Anfrage Eric Weber betreffend Bestattungen im Rhein - Wie ist das genau?;https://grosserrat.bs.ch/?dnr=23.5179.02
Schriftliche Anfrage Eric Weber betreffend staatliche Subventionen für Bau-Renovationen oder Dämmung;https://grosserrat.bs.ch/?dnr=23.5288.02
Schriftliche Anfrage Eric Weber betreffend öffentliche WC bei der Fasnacht;https://grosserrat.bs.ch/?dnr=23.5176.02
Interpellation Nr. 97 Salome Bessenich betreffend Finanzierung der Praktikumsplätze für die Ausbildung der Hebammen;https://grosserrat.bs.ch/?dnr=23.5363.01
Bericht der BKK betreffend Fristverlängerung Kantonale Volksinitiative «für mehr Musikvielfalt»;https://grosserrat.bs.ch/?dnr=22.0980.02
Anzug Tonja Zürcher und Konsorten betreffend Überprüfung und Erweiterung der Angebote für Obdachlose in der Stadt unabhängig von Anmeldekanton und Aufenthaltsstatus;https://grosserrat.bs.ch/?dnr=21.5513.02 23.0672.01
Schriftliche Anfrage Eric Weber betreffend Unklarheit bei den Schriftlichen Anfragen an die Regierung;https://grosserrat.bs.ch/?dnr=23.5148.02
Schriftliche Anfrage Felix Wehrli betreffend KESB-Interventionen und häusliche Gewalt durch Ausländerinnen und Ausländer;https://grosserrat.bs.ch/?dnr=23.5141.02
Anzug Thomas Grossenbacher und Konsorten betreffend Ausarbeitung einer kantonalen Biodiversitäts-Strategie und einem daraus abgeleiteten Aktionsplan Biodiversität für den Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=18.5028.05
Schriftliche Anfrage Eric Weber betreffend wer waren die Gäste der Basler Regierung zur Fasnacht 2023;https://grosserrat.bs.ch/?dnr=23.5149.02
"Ratschlag Änderung des Gesetzes betreffend Tagesbetreuung von Kindern (Tagesbetreuungsgesetz, TBG); Gewährung eines Teuerungsausgleichs auf den Lohnkosten von Kindertagesstätten mit Betreuungsbeiträgen und Nachtragskredit zum «Ratschlag Änderung des Gesetzes betreffend Tagesbetreuung von Kindern Tagesbetreuungsgesetz, TBG)»";https://grosserrat.bs.ch/?dnr=23.0857.01
Motion Christian von Wartburg und Sebastian Kölliker betreffend weg mit dem Rank, neue Ansätze für Wohnen am Rhein;https://grosserrat.bs.ch/?dnr=18.5410.04
Motion Oliver Bolliger und Konsorten betreffend einem Stadthotel gegen die Obdachlosigkeit (Umsetzung von Recht auf Wohnen);https://grosserrat.bs.ch/?dnr=21.5422.03 23.0672.01
Basler Verkehrs-Betriebe (BVB): Genehmigung der Rechnung 2022;https://grosserrat.bs.ch/?dnr=23.0844.01
Anzug Oliver Bolliger und Konsorten betreffend einen tieferen Verzugszins bei Steuer-Ratenzahlungen;https://grosserrat.bs.ch/?dnr=23.5029.02
Schriftliche Anfrage Daniela Stumpf betreffend Situation von Personen mit Schutzstatus S im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5142.02
Schriftliche Anfrage Eric Weber betreffend Pauschalfrankatur oder welcher Tarif bezahlt der Kanton;https://grosserrat.bs.ch/?dnr=23.5177.02
Schriftliche Anfrage Eric Weber betreffend Liste 1, wann ist diese frei?;https://grosserrat.bs.ch/?dnr=23.5174.02
"Petition P462 ""Tramerneuerung Linie 15 Bruderholz - Keine Aufhebung (Airolostrasse), keine Verschiebung (Tramhaltestellen Bruderholz und Lerchenstrasse)""";https://grosserrat.bs.ch/?dnr=23.5129.02
Wahl eines nebenamtlichen Richters am Strafgericht für den Rest der laufenden Amtsdauer 2022 - 2027;https://grosserrat.bs.ch/?dnr=23.5354.01
Interpellation Nr. 96 Harald Friedl betreffend Verkehrssicherheit des Kreisels Freiburgerstrasse/Neuhausstrasse nach der Sanierung;https://grosserrat.bs.ch/?dnr=23.5362.01
Interpellation Nr. 95 Christine Keller betreffend Zukunft der gemeinsamen Gesundheitsregion BS/BL (GGR);https://grosserrat.bs.ch/?dnr=23.5361.01
Interpellation Nr. 94 Christian C. Moesch betreffend kompletter Rückbau der oberirdischen Osttangente - massiver Mehrverkehr in den Quartieren?;https://grosserrat.bs.ch/?dnr=23.5360.01
Interpellation Nr. 90 Daniel Seiler betreffend Drucksachen und Jahresberichte;https://grosserrat.bs.ch/?dnr=23.5356.01
Interpellation Nr. 91 Oliver Bolliger betreffend Förderung der Betreuung im Alter im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5357.01
Interpellation Nr. 92 Eric Weber betreffend Hacker in den Social Media;https://grosserrat.bs.ch/?dnr=23.5358.01
Interpellation Nr. 93 Brigitte Gysin betreffend Zensurvorwurf gegenüber Fachausschuss Literatur BS/BL;https://grosserrat.bs.ch/?dnr=23.5359.01
Tätigkeitsbericht des Kontrollorgans über den Staatsschutz im Kanton Basel-Stadt für das Jahr 2022;https://grosserrat.bs.ch/?dnr=23.5336.01
Schriftliche Anfrage Lisa Mathys betreffend Rückbaupflicht Osttangente nach Inbetriebnahme des Rheintunnels;https://grosserrat.bs.ch/?dnr=23.5118.02
Anzug Georg Mattmüller und Konsorten betreffend eine bedarfsgerechte Finanzierung der subventionierten Fahrten für mobilitätseingeschränkte Personen;https://grosserrat.bs.ch/?dnr=23.5343.01
Anzug Daniel Sägesser und Konsorten betreffend bessere Planbarkeit von Nachtsitzungen für eine bessere Vereinbarkeit von Politik und Familie;https://grosserrat.bs.ch/?dnr=23.5339.01
Anzug Beda Baumgartner und Konsorten betreffend juristische Beratung und Unterstützung für behinderte Menschen und ihre Angehörige;https://grosserrat.bs.ch/?dnr=23.5342.01
Schriftliche Anfrage Eric Weber betreffend wieviel Trage-Taschen liess die Polizei Basel produzieren?;https://grosserrat.bs.ch/?dnr=23.5152.02
Motion Barbara Heer und Konsorten betreffend Ferienbetreuung in den Tagesstrukturen einführen;https://grosserrat.bs.ch/?dnr=23.5347.01
Schriftliche Anfrage Christine Keller betreffend Beiträge für betreuende Angehörige;https://grosserrat.bs.ch/?dnr=23.5351.01
Motion Béla Bartha und Konsorten betreffend Ergänzung des Baumschutzgesetzes: Nicht nur die Anzahl, sondern auch der ökologische Wert des Baumbestandes in BS muss geschützt werden, um dessen Klimawirkung zu erhalten;https://grosserrat.bs.ch/?dnr=23.5349.01
Rücktritt von Jeremy Stephenson als Mitglied des Grossen Rates per 30. Juni 2023 und als Präsident der Bau- und Raumplanungskommission per 27. Juni 2023;https://grosserrat.bs.ch/?dnr=23.5270.02
Schriftliche Anfrage Eric Weber betreffend beschlagnahmte Flugzeuge in Basel und Tankstopps von Kriegsflugzeugen;https://grosserrat.bs.ch/?dnr=23.5180.02
Schriftliche Anfrage Raoul I. Furlano betreffend Weiterbestand der Lehrverhältnisse der Credit Suisse;https://grosserrat.bs.ch/?dnr=23.5132.02
Schriftliche Anfrage Michela Seggiani betreffend Überprüfung der Möglichkeit einer Kantonalen Krankenkasse;https://grosserrat.bs.ch/?dnr=23.5350.01
"Anzug Lorenz Amiet und Daniel Sägesser betreffend ""E-Fuel als CO2-neutrale Ergänzung zur Elektromobilität""";https://grosserrat.bs.ch/?dnr=23.5341.01
"Ratschlag Ausgabenbewilligung für die Weiterentwicklung der Hafenbahn Variante ""Südquai""";https://grosserrat.bs.ch/?dnr=23.0812.01
Anzug Beda Baumgartner und Konsorten betreffend gezielte Förderung von Forschung und Entwicklung für die Allgemeinheit und den Standort;https://grosserrat.bs.ch/?dnr=23.5344.01
Ratschlag III zur Umsetzung des Bundesgesetzes zur Behindertengleichstellung (BehiG) auf dem Tram- und Busnetz des Kantons Basel-Stadt Ausgabenbewilligungen für Gesamtkoordination, Planung und Projektierung für die Jahre 2023 bis 2028 sowie Statusbericht per Ende 2021;https://grosserrat.bs.ch/?dnr=23.0740.01
Schriftliche Anfrage Christoph Hochuli betreffend provisorische Verschiebung der Tramhaltestelle Spalentor, um das Befahren der Spalenvorstadt für Velofahrende stadteinwärts zu ermöglichen;https://grosserrat.bs.ch/?dnr=23.5120.02
"Anzug Daniel Albietz und Konsorten betreffend ""Die Region Basel fit für Wasserstoff machen""";https://grosserrat.bs.ch/?dnr=23.5340.01
Motion Bau- und Raumplanungskommission betreffend Fuss- und Velobrücke «Güterbahnhof Wolf»;https://grosserrat.bs.ch/?dnr=23.5087.02
Motion Georg Mattmüller und Konsorten betreffend Selbstbestimmtes Leben zu Hause - in Zukunft mit zeitgemässen und bedarfsgerechten Leistungen!;https://grosserrat.bs.ch/?dnr=23.5346.01
Schriftliche Anfrage Eric Weber betreffend Basel als Verkehrsknotenpunkt in Gefahr für zehn oder noch mehr Jahre;https://grosserrat.bs.ch/?dnr=23.5161.02
Schriftliche Anfrage Eric Weber betreffend warum ist Swiss Pass nicht mit BVB Karte kompatibel;https://grosserrat.bs.ch/?dnr=23.5168.02
Anzug Annina von Falkenstein und Konsorten betreffend Streichung der Mitgliedgebühren der IWB App Enerjoy;https://grosserrat.bs.ch/?dnr=21.5219.02
Motion Luca Urgese und Konsorten betreffend neues Steuerrechnungsmodell, statt Steuerinkasso auf die Unternehmen abwälzen;https://grosserrat.bs.ch/?dnr=23.5348.01
Motion Sandra Bothe und Konsorten betreffend die gesetzliche Verankerung bezüglich der Förderung der Weiterbildung der Basler Bevölkerung;https://grosserrat.bs.ch/?dnr=23.5030.02
Schriftliche Anfrage Georg Mattmüller betreffend Evaluation Behindertenhilfegesetz des Kantons;https://grosserrat.bs.ch/?dnr=23.5352.01
Schriftliche Anfrage Eric Weber betreffend offene Türen zwischen Schweizer Seite und Französischer Seite im Airport Basel;https://grosserrat.bs.ch/?dnr=23.5171.02
Motion Laurin Hoppler und Konsorten betreffend mediterrane Nächte;https://grosserrat.bs.ch/?dnr=23.5012.02
Anzug Pascal Pfister und Konsorten für einen internationalen Ausgleich bei der Verwendung der zusätzlichen Steuereinnahmen;https://grosserrat.bs.ch/?dnr=23.5345.01
Schriftliche Anfrage Eric Weber betreffend Wohnmobil-Stellplätze in Basel;https://grosserrat.bs.ch/?dnr=23.5150.02
Schriftliche Anfrage Lea Wirz betreffend überlastetes Zivilstandsamt;https://grosserrat.bs.ch/?dnr=23.5353.01
Schriftliche Anfrage Eric Weber betreffend Kindergräber und Muslimisches Grabfeld;https://grosserrat.bs.ch/?dnr=23.5166.02
Schriftliche Anfrage Franziska Roth betreffend Dienststellen und Staatsbeitragsempfänger im freien Strommarkt;https://grosserrat.bs.ch/?dnr=23.5338.01
"Petition P465 ""Tempo 30 für die Neuweilerstrasse""";https://grosserrat.bs.ch/?dnr=23.5335.01
Schriftliche Anfrage Claudia Baumgartner betreffend Qualität der Beschäftigung von Kantonsangestellten;https://grosserrat.bs.ch/?dnr=23.5337.01
Schriftliche Anfrage Eric Weber betreffend Interview von Lukas Ott in der Zeitschrift gout.ch;https://grosserrat.bs.ch/?dnr=23.5325.01
Anzug Daniel Hettich und Konsorten betreffend Optimierung der Haltezeiten der S6 am Badischen Bahnhof;https://grosserrat.bs.ch/?dnr=23.5329.01
"Schriftliche Anfrage Tim Cuénod betreffend der Nutzung der ehemaligen Räumlichkeiten des ""A2"" unter der St. Jakobs-Arena";https://grosserrat.bs.ch/?dnr=23.5330.01
Motion Johannes Sieber und Konsorten betreffend Zwischennutzung Musical Theater ab 2025 jetzt in Angriff nehmen;https://grosserrat.bs.ch/?dnr=23.5333.01
Motion Alex Ebi und Konsorten betreffend Dreifachturnhalle und zusätzlicher Schulraum Campus Bäumlihof, Drei Linden und Hirzbrunnen;https://grosserrat.bs.ch/?dnr=23.5332.01
Anzug Franz-Xaver Leonhardt und Konsorten betreffend Veloroute Aeschenplatz - Bruderholz;https://grosserrat.bs.ch/?dnr=23.5328.01
Anzug Daniel Seiler und Konsorten betreffend Sperrung Brunngässlein, St. Alban-Graben und Elisabethenstrasse;https://grosserrat.bs.ch/?dnr=23.5327.01
Schriftliche Anfrage Eric Weber betreffend Kriminalität bei der Basler Fasnacht;https://grosserrat.bs.ch/?dnr=23.5154.02
Schriftliche Anfrage Eric Weber betreffend wer bezahlt die Feuerwehr bei Privat-Anlass im Hotel Drei Könige;https://grosserrat.bs.ch/?dnr=23.5156.02
Schriftliche Anfrage Eric Weber betreffend Ausladung vom Büro für Gleichstellung zum Mädchen-Parlament;https://grosserrat.bs.ch/?dnr=23.5155.02
Anzug Jérôme Thiriet und Konsorten betreffend temporäre Massnahmen für die Sicherheit von Velofahrenden bei Baustellen;https://grosserrat.bs.ch/?dnr=23.5326.01
Schriftliche Anfrage Eric Weber betreffend illegale Autorennen;https://grosserrat.bs.ch/?dnr=23.5160.02
Schriftliche Anfrage Eric Weber betreffend Brand im Roche Turm;https://grosserrat.bs.ch/?dnr=23.5157.02
Schriftliche Anfrage Eric Weber betreffend geplante Demos in Basel;https://grosserrat.bs.ch/?dnr=23.5169.02
Fachhochschule Nordwestschweiz (FHNW): Bericht über die Erfüllung der Leistungsauftragsperiode 2022;https://grosserrat.bs.ch/?dnr=23.0744.01
Schriftliche Anfrage Eric Weber betreffend Deutsche Polizei in Basel;https://grosserrat.bs.ch/?dnr=23.5170.02
Anzug Stefan Wittlin und Konsorten betreffend Schaffung von Anreizen für die bauliche Verdichtung im Bestand;https://grosserrat.bs.ch/?dnr=21.5232.02 23.0449.01
Anzug Otto Schmid und Konsorten betreffend 50-Meter-Schwimmbecken in der Region Basel;https://grosserrat.bs.ch/?dnr=17.5132.04
Schriftliche Anfrage Eric Weber betreffend doppelte Strassen Namen sorgen für Verwirrung;https://grosserrat.bs.ch/?dnr=23.5173.02
"Ratschlag ""Lockerung und Vereinfachung der Bauvorschriften zur Stärkung des Blockrands sowie eine Differenzierung der Dachgeschossvorschriften""";https://grosserrat.bs.ch/?dnr=23.0449.01
Schriftliche Anfrage Eric Weber betreffend Verlagerung vom Sex-Geschäft der Webergasse in private Wohnungen über den ganzen Kanton hinweg;https://grosserrat.bs.ch/?dnr=23.5188.02
Geschäftsbericht 2022 der Pensionskasse Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.0743.01
"Geschäftsbericht 2022 der Basler Kantonalbank; Genehmigung";https://grosserrat.bs.ch/?dnr=23.0738.01
Schriftliche Anfrage Eric Weber betreffend wo sind die Menschen;https://grosserrat.bs.ch/?dnr=23.5178.02
Motion Alex Ebi und Konsorten betreffend Planung eines neuen Hallenbads und einer neuen Publikumssporthalle;https://grosserrat.bs.ch/?dnr=20.5443.03
"Bericht der Interparlamentarischen Geschäftsprüfungskommission der Universität Basel (IGPK Universiät) zum Bericht des Regierungsrates betreffend Berichterstattung zum Leistungsauftrag 2022 der Universität Basel; Partnerschaftliches Geschäft";https://grosserrat.bs.ch/?dnr=23.0739.01
Schriftliche Anfrage Eric Weber betreffend wieviele Velos wurden im Zeughaus abgeholt?;https://grosserrat.bs.ch/?dnr=23.5144.02
Interpellation Nr. 83 Pascal Pfister betreffend Folgen der Erhöhung des Referenzzinssatzes und Massnahmen zum Schutz der Mieter:innen;https://grosserrat.bs.ch/?dnr=23.5317.01
Motion der Gesundheits- und Sozialkommission betreffend Kenntnisgabe der Eignerstrategien der öffentlich-rechtlichen Spitäler an den Grossen Rat;https://grosserrat.bs.ch/?dnr=23.5324.01
Interpellation Nr. 86 Joël Thüring betreffend gewalttätigste Stadt der Schweiz - was unternimmt der Regierungsrat gegen die desolate Basler Sicherheitslage?;https://grosserrat.bs.ch/?dnr=23.5320.01
Interpellation Nr. 87 Oliver Bolliger betreffend Massnahmen der Sozialhilfe aufgrund der Erhöhung des Referenzzinssatzes;https://grosserrat.bs.ch/?dnr=23.5321.01
Ratschlag betreffend Bewilligung von Staatsbeiträgen an das Theater Basel für den Zeitraum vom 1. August 2023 bis 31. Juli 2027;https://grosserrat.bs.ch/?dnr=22.0686.02
Bericht der Finanzkommission zur Jahresrechnung 2022 und Mitbericht der Bildungs- und Kulturkommission zur Rechnung 2022 der fünf kantonalen Museen;https://grosserrat.bs.ch/?dnr=23.5307.01
Interpellation Nr. 89 Luca Urgese betreffend politische Organisationen im Sekundarschulunterricht;https://grosserrat.bs.ch/?dnr=23.5323.01
Anzug Annina von Falkenstein und Konsorten betreffend Aufstockung von Lehrstellen und Praktika beim Kanton;https://grosserrat.bs.ch/?dnr=21.5303.02
Interpellation Nr. 84 Heidi Mück betreffend Provisorium für die Primarschule Kleinhüningen auf dem Ackermätteli;https://grosserrat.bs.ch/?dnr=23.5318.01
Interpellation Nr. 88 Patrizia Bernasconi betreffend IBS und Referenzzinssatz;https://grosserrat.bs.ch/?dnr=23.5322.01
Interpellation Nr. 85 Nicola Goepfert betreffend keine neue Gasinfrastruktur in der Langen Erle;https://grosserrat.bs.ch/?dnr=23.5319.01
Rechenschaftsbericht der Geschäftsprüfungskommission und Bericht zum Jahresbericht 2022 des Regierungsrats;https://grosserrat.bs.ch/?dnr=23.5305.01
Interpellation Nr. 81 Tonja Zürcher betreffend feministischer Streik und Frauenstreik;https://grosserrat.bs.ch/?dnr=23.5315.01
Interpellation Nr. 82 Pascal Messerli betreffend Folge der gescheiterten linken Asylpolitik? Asylunterkunft auf dem Erlenmattplatz belastet Kleinbasler Bevölkerung;https://grosserrat.bs.ch/?dnr=23.5316.01
"Ratschlag Spezielle Nutzungspläne für den öffentlichen Raum; Festsetzung spezieller Nutzungspläne sowie Abweisung von Einsprachen im Bereich Barfüsserplatz/Theaterplatz, Kasernenareal, Marktplatz, Münsterplatz, Oberer Rheinweg, Schützenmattpark und Unterer Rheinweg";https://grosserrat.bs.ch/?dnr=19.1491.02
Schriftliche Anfrage Melanie Nussbaumer betreffend Ferienbetreuung an Schulen;https://grosserrat.bs.ch/?dnr=23.5314.01
Anzug Brigitte Kühne und Konsorten betreffend biodiversitätsschädigende Subventionen im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=21.5322.02
Schriftliche Anfrage Franziska Roth betreffend Teilnahme von Kindern mit Wohnsitz Riehen und Bettingen in den Tagesferienangeboten der Stadt Basel;https://grosserrat.bs.ch/?dnr=23.5312.01
Schriftliche Anfrage Eric Weber betreffend Steuerhinterziehung;https://grosserrat.bs.ch/?dnr=23.5158.02
Anzug Tanja Soland und Konsorten betreffend Einführung einer Gesamtstrategie in der Korruptionssensibilisierung und -bekämpfung;https://grosserrat.bs.ch/?dnr=19.5131.03
Bericht zum Leistungsauftrag und den Gesamtinvestitionen der IWB Industrielle Werke Basel (Planungsbericht IWB) für die Periode 2023 bis 2026;https://grosserrat.bs.ch/?dnr=22.1690.02
Kantonale Volksinitiative «für ein gesundes Stadtklima (Gute-Luft-Initiative)»;https://grosserrat.bs.ch/?dnr=21.1249.03
Kantonale Volksinitiative «für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»;https://grosserrat.bs.ch/?dnr=21.1250.03
Interpellation Nr. 68 Annina von Falkenstein betreffend Beschäftigungs- und Bildungsprogramme für unbegleitete minderjährige Asylsuchende;https://grosserrat.bs.ch/?dnr=23.5258.02
Interpellation Nr. 77 Michael Hug betreffend notwendige Korrektur des Vertrauensverlustes von Wohnungsbau-Investoren;https://grosserrat.bs.ch/?dnr=23.5309.01
«Areal Settelen» Zonenänderung imm Bereich Türkheimerstrasse, Birkenstrasse, Ahornstrasse, Schlettstadterstrasse (Parzellen 2255, 1474, 4100, 4101, 4102, 3329 und 3889 der Sektion 2) und Abweisung der Einsprachen;https://grosserrat.bs.ch/?dnr=23.0689.01
Rücktritt von Toya Krummenacher als Mitglied des Grossen Rates per 12. Mai 2023;https://grosserrat.bs.ch/?dnr=23.5228.02
Interpellation Nr. 62 Eric Weber betreffend wie ist die Organ-Spende in Basel konkret geregelt;https://grosserrat.bs.ch/?dnr=23.5251.02
Ausgabenbericht betreffend Zusatzbeitrag an die GGG Benevol für die Koordination und Begleitung von Gastfamilien für Geflüchtete aus der Ukraine im Jahr 2023 sowie betreffend Übernahme Fehlbetrag von GGG Benevol für die Koordination und Begleitung von Gastfamilien für Geflüchtete aus der Ukraine im Jahr 2022;https://grosserrat.bs.ch/?dnr=23.0712.01
Interpellation Nr. 76 Annina von Falkenstein betreffend Informationsbedarf der Hauseigentümerschaften über Neu- oder Umbauten und Renditemöglichkeiten vor dem Hintergrund des verstärkten Mieterschutzes;https://grosserrat.bs.ch/?dnr=23.5308.01
"Bericht der Bildungs- und Kulturkommission zum Ratschlag betreffend Kantonale Volksinitiative "" Kinderbetreuung für Alle"" und Gegenvorschlag ""für eine bedarfsgerechte, finanziell tragbare und qualitativ hochwertige familienergänzende Kinderbetreuung""";https://grosserrat.bs.ch/?dnr=21.0998.04
Interpellation Nr. 78 Adrian Iselin betreffend Umnutzung leerstehender Büroflächen in Wohnraum;https://grosserrat.bs.ch/?dnr=23.5310.01
"Kantonale Volksinitiative ""Sicherere Velorouten in Basel-Stadt""";https://grosserrat.bs.ch/?dnr=22.0979.02
Interpellation Nr. 79 Nicole Kuster betreffend Einsetzung einer «Task Force Wohnen» mit dem Ziel, zusätzlichen Wohnraum rasch schaffen zu können;https://grosserrat.bs.ch/?dnr=23.5311.01
Interpellation Nr. 67 Ivo Balmer betreffend zusätzlichen Schutz der älteren Bevölkerung im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5257.02
Interpellation Nr. 80 Oliver Thommen betreffend regierungsrätliche Konsultationen;https://grosserrat.bs.ch/?dnr=23.5313.01
Schriftliche Anfrage Eric Weber betreffend Kurse für das Ausfüllen der Steuererklärung über den Kanton BS?;https://grosserrat.bs.ch/?dnr=23.5151.02
Interpellation Nr. 71 Luca Urgese betreffend Initiativprojekt des Jungen Rates;https://grosserrat.bs.ch/?dnr=23.5262.02
Interpellation Nr. 64 Adrian Iselin betreffend wertebasierte Versorgung (value-based care) im Gesundheitswesen;https://grosserrat.bs.ch/?dnr=23.5254.02
Schriftliche Anfrage Eric Weber betreffend sie besetzen eine Basler Schule - und werden willkommen geheissen;https://grosserrat.bs.ch/?dnr=23.5153.02
Schriftliche Anfrage Eric Weber betreffend kostenfreies Wasser in Restaurants;https://grosserrat.bs.ch/?dnr=23.5175.02
Interpellation Nr. 75 Christian C. Moesch betreffend Datenleck im Erziehungsdepartement und Veröffentlichung von sensiblen Informationen im Darknet;https://grosserrat.bs.ch/?dnr=23.5304.01
"Anzug Harald Friedl und Konsorten betreffend den Voraussetzungen für ""Cargo sous terrain"" (CST) im Kanton Basel-Stadt schaffen";https://grosserrat.bs.ch/?dnr=16.5583.04
"Schweizerische Rheinhäfen: Genehmigung des Jahresberichts und der Jahresrechnung 2022; Partnerschaftliches Geschäft";https://grosserrat.bs.ch/?dnr=23.0692.01
Schriftliche Anfrage Eric Weber betreffend Lichtsünder bei der Basler Fasnacht 2023;https://grosserrat.bs.ch/?dnr=23.5145.02
"Nachtragskredit ""Erhöhung des Marketing-Engagements des Kantons Basel-Stadt im Rahmen der Swiss-Indoors Basel für das Jahr 2023""";https://grosserrat.bs.ch/?dnr=22.1133.01
Ratschlag Verlängerung des Marketing-Engagements des Kantons Basel-Stadt im Rahmen der Swiss Indoors Basel für die Jahre 2023-2026 sowie Nachtragskredit Erhöhung des Marketing-Engagements des Kantons Basel-Stadt im Rahmen der Swiss Indoors Basel für das Jahr 2023;https://grosserrat.bs.ch/?dnr=22.1133.01 23.0617.01
Anzug Johannes Sieber und Konsorten betreffend politische Bildung von Jugendlichen durch Abgabe eines Medien-Gutscheins;https://grosserrat.bs.ch/?dnr=21.5243.02
"Kantonale Volksinitiative ""für den Ausbau der separativen Angebote an der integrativen Schule Basel-Stadt (Förderklassen-Initiative)""";https://grosserrat.bs.ch/?dnr=22.1303.02
"Petition P463 ""Schliessung Hauptpost""";https://grosserrat.bs.ch/?dnr=23.5130.02
"Petition P417 ""Rehe auf dem Friedhof am Hörnli""";https://grosserrat.bs.ch/?dnr=20.5273.02
Schriftliche Anfrage Eric Weber betreffend Stadtleben in Basel besser gestalten;https://grosserrat.bs.ch/?dnr=23.5292.01
Schriftliche Anfrage Eric Weber betreffend wieviele Selbstmorde gab es in Basel?;https://grosserrat.bs.ch/?dnr=23.5283.01
Schriftliche Anfrage Eric Weber betreffend E-Bikes bei der Basler Polizei;https://grosserrat.bs.ch/?dnr=23.5284.01
Schriftliche Anfrage Eric Weber betreffend wieviel bezahlt Basel-Stadt an Stellenbüros?;https://grosserrat.bs.ch/?dnr=23.5280.01
Schriftliche Anfrage Eric Weber betreffend wann darf man den Baum fällen?;https://grosserrat.bs.ch/?dnr=23.5281.01
Schriftliche Anfrage Eric Weber betreffend was zahlt 20 Minuten für die Zeitungsboxen?;https://grosserrat.bs.ch/?dnr=23.5289.01
Schriftliche Anfrage Eric Weber betreffend Basler Polizei auf Social Media;https://grosserrat.bs.ch/?dnr=23.5302.01
Schriftliche Anfrage Eric Weber betreffend staatliche Subventionen für Bau-Renovationen oder Dämmung;https://grosserrat.bs.ch/?dnr=23.5288.01
Schriftliche Anfrage Eric Weber betreffend Steuern der Flusskreuzfahrt-Industrie in Basel;https://grosserrat.bs.ch/?dnr=23.5279.01
Schriftliche Anfrage Eric Weber betreffend warum bekommt Basel kein Geld aus Deutschland?;https://grosserrat.bs.ch/?dnr=23.5291.01
Schriftliche Anfrage Eric Weber betreffend Reisen des Regierungsrates;https://grosserrat.bs.ch/?dnr=23.5278.01
Schriftliche Anfrage Eric Weber betreffend Personen mit drittem Geschlecht;https://grosserrat.bs.ch/?dnr=23.5285.01
Schriftliche Anfrage Georg Mattmüller zu den Tarifen in der Vergütung der ambulanten Pflege (Spitex);https://grosserrat.bs.ch/?dnr=23.5295.01
Schriftliche Anfrage Eric Weber betreffend warum wurde die Rathaus-Sitzbank entfernt?;https://grosserrat.bs.ch/?dnr=23.5286.01
Schriftliche Anfrage Eric Weber betreffend Geschenk-Buch von der Basler Regierung;https://grosserrat.bs.ch/?dnr=23.5287.01
